ENSG chr ENSGStart ENSGEnd O0 O20 O60 O2H O4H O24H N0 N20 N60 N2H N4H N24H
ENSG00000166311 chr11 6390431 6394998 778 255 340 378 234 289 917 834 1357 951 620 281
ENSG00000166313 chr11 6395124 6419414 2269 1148 1098 937 548 775 4181 3346 4234 2407 1293 946
ENSG00000166317 chr10 73644881 73663803 0 6 0 1 4 0 3 0 0 4 1 4
ENSG00000166321 chr10 73110375 73131828 45 10 39 34 7 22 12 4 36 35 25 58
ENSG00000166326 chr11 35662805 35818007 1818 806 873 1935 3050 3678 1986 1493 3887 2904 7673 3365
ENSG00000166333 chr11 6603708 6610874 658 201 244 480 617 826 509 391 1059 915 987 1702
ENSG00000166343 chr10 73423579 73433561 22 27 15 61 59 170 58 33 69 68 123 86
ENSG00000166348 chr10 73497538 73625953 126 67 162 307 295 694 155 165 603 407 478 643
ENSG00000166349 chr11 36510709 36593156 1 2 2 5 8 12 4 1 9 6 11 4
ENSG00000166352 chr11 36594493 36659290 42 22 11 4 3 39 4 13 32 13 11 60
ENSG00000166377 chr18 79069285 79378283 7162 5319 4330 4234 3097 3619 13484 9357 13945 5934 6535 2273
ENSG00000166387 chr11 7513298 7657127 628 314 254 247 150 222 772 701 855 364 247 214
ENSG00000166398 chr19 34254537 34355586 3350 2192 2023 1706 1040 990 5037 3906 5765 2685 1915 720
ENSG00000166401 chr18 63969925 64019779 467 204 295 447 402 798 655 515 1116 902 851 643
ENSG00000166402 chr11 8019244 8106112 60 104 598 307 71 11 299 268 1414 279 109 13
ENSG00000166405 chr11 8106093 8169055 226 206 247 234 271 530 745 483 1097 511 756 565
ENSG00000166411 chr15 78131498 78171949 1217 449 442 577 1360 4172 1202 1036 1246 1279 3220 5092
ENSG00000166415 chr15 53513741 53762878 2 1 0 1 1 0 7 2 18 3 1 2
ENSG00000166428 chr14 104924816 104937790 53 5 9 0 8 0 1 0 7 2 0 2
ENSG00000166435 chr11 74807739 74949200 1755 1073 1178 1405 1478 2388 2096 1533 3694 1698 1999 1231
ENSG00000166436 chr11 8612037 8671866 491 146 160 237 318 843 452 329 776 463 835 728
ENSG00000166439 chr11 74748868 74842413 1608 657 771 681 640 1527 2321 1878 3049 1350 1538 1279
ENSG00000166441 chr11 8682411 8714759 43455 10039 8219 8465 8665 18186 18798 16798 19900 20859 17774 17525
ENSG00000166444 chr11 8693351 8910951 31 14 14 8 11 25 21 8 23 12 11 10
ENSG00000166446 chr16 80597906 80804329 1142 741 706 1255 1297 1388 1565 1020 2274 1363 2205 766
ENSG00000166448 chr7 98846488 98870771 16 5 4 1 0 0 9 9 9 3 4 0
ENSG00000166450 chr15 55611546 55743090 5 0 1 2 1 0 1 3 4 1 3 0
ENSG00000166451 chr16 81006498 81033114 261 103 115 117 130 1671 270 164 348 205 402 1586
ENSG00000166452 chr11 8911139 8920084 122 21 28 44 42 319 72 44 127 97 59 301
ENSG00000166454 chr16 81035847 81047358 953 280 270 339 432 928 876 728 1142 938 1105 1329
ENSG00000166455 chr16 81053497 81077267 35 39 63 62 54 92 65 64 176 114 125 63
ENSG00000166473 chr16 81100875 81220370 0 3 2 1 0 0 2 3 4 2 6 4
ENSG00000166477 chr15 51938025 51971806 245 116 233 270 338 1299 327 266 829 695 707 1576
ENSG00000166479 chr18 68673688 68715298 884 505 562 624 1021 2281 1821 1367 2581 1545 2579 2129
ENSG00000166483 chr11 9573681 9593457 434 147 228 232 142 1645 508 409 1115 675 277 2012
ENSG00000166484 chr17 19377721 19383544 444 122 91 120 107 307 229 174 278 280 186 247
ENSG00000166492 chr11 3410352 3422496 2 0 0 2 1 3 0 1 1 0 8 6
ENSG00000166503 chr15 83112738 83208018 224 116 101 118 116 211 198 170 221 145 158 121
ENSG00000166507 chr10 73801911 73811798 1270 523 685 609 761 665 2036 1757 2611 1423 1494 768
ENSG00000166508 chr7 100092728 100101940 1018 471 559 639 542 11738 1459 1142 1894 1153 939 13801
ENSG00000166523 chr12 8533305 8540963 106 34 31 18 26 41 4 2 5 1 3 0
ENSG00000166526 chr7 100064033 100082548 911 430 358 540 457 543 1171 1011 1835 984 1154 732
ENSG00000166529 chr7 100049774 100065038 49 23 32 37 72 117 54 41 116 135 213 225
ENSG00000166532 chr12 8681600 8783095 275 160 227 296 434 184 513 349 1026 680 1304 288
ENSG00000166535 chr12 8822472 8887001 0 2 0 0 1 0 0 6 5 1 1 0
ENSG00000166546 chr16 66427297 66493529 3 0 1 4 0 1 4 4 3 1 3 0
ENSG00000166548 chr16 66508003 66552544 319 134 81 70 56 157 187 138 219 121 103 150
ENSG00000166557 chr15 79311062 79427432 332 84 69 182 449 2272 289 219 398 319 1059 1837
ENSG00000166558 chr16 84009667 84042636 8 4 4 0 0 20 28 26 23 10 7 6
ENSG00000166562 chr18 59139477 59158836 1064 459 467 504 738 1973 1151 915 1688 1019 1884 2650
ENSG00000166569 chr18 59275156 59318649 4 2 1 1 0 1 3 9 1 0 5 0
ENSG00000166575 chr11 87037844 87323758 514 189 225 334 343 1577 601 377 854 546 795 1053
ENSG00000166578 chr12 113195441 113221094 10 14 17 15 1 6 26 12 38 23 9 11
ENSG00000166579 chr17 8413131 8490411 8080 4216 3905 2915 2301 2869 10881 8505 12574 5522 4887 2731
ENSG00000166582 chr17 16342534 16353656 212 54 47 48 104 1196 160 88 161 102 521 1159
ENSG00000166592 chr16 66921679 66925644 1 6 17 37 69 10 12 2 7 62 46 3
ENSG00000166595 chr16 66932055 66934423 937 246 363 658 1369 3221 683 609 1137 1237 2317 3837
ENSG00000166598 chr12 103930107 103953645 9310 3023 3630 4400 5396 16378 5728 4744 8972 7815 12272 20143
ENSG00000166669 chr16 10326434 10483638 1582 436 458 528 456 1107 1103 895 1423 1088 1001 1001
ENSG00000166676 chr16 10760919 10818794 13 2 9 8 9 23 3 2 1 0 1 6
ENSG00000166681 chrX 103376340 103378077 157 45 19 19 24 56 137 83 153 100 84 86
ENSG00000166685 chr17 73192632 73208507 1118 494 606 516 430 840 2002 1605 2365 1184 924 829
ENSG00000166689 chr11 16777317 17014443 278 85 145 222 305 422 125 126 166 192 297 293
ENSG00000166704 chr19 57977053 58003349 160 49 42 60 74 89 214 168 374 199 214 156
ENSG00000166707 chrX 104112131 104115846 35 10 10 8 13 10 27 20 37 34 26 7
ENSG00000166716 chr15 84748635 84806432 2216 1092 1278 1619 1335 2066 2981 2428 4335 2878 2417 2064
ENSG00000166741 chr11 114257787 114313285 37 18 14 24 14 6 25 18 35 13 22 5
ENSG00000166743 chr16 20623237 20698890 9 3 4 2 3 5 22 10 26 22 19 1
ENSG00000166747 chr16 71729000 71809201 5792 4025 4109 3601 2670 5014 11576 8511 13978 7208 6222 5264
ENSG00000166750 chr17 35243036 35273655 3614 1067 1418 2010 2431 952 2360 1950 5031 3636 3930 413
ENSG00000166762 chr15 43628503 43668118 70 35 27 35 63 154 109 64 117 57 98 168
ENSG00000166763 chr15 43699488 43718184 12 7 8 0 2 0 56 39 42 22 15 1
ENSG00000166788 chr11 18069935 18106091 453 244 264 254 375 1178 841 753 1241 643 1052 1905
ENSG00000166793 chr11 57645087 57649944 122 42 77 55 43 0 78 86 240 160 69 0
ENSG00000166796 chr11 18412307 18452058 17 25 10 5 9 18 25 24 19 9 18 27
ENSG00000166801 chr11 59142748 59155039 566 168 116 70 71 466 394 298 344 200 256 488
ENSG00000166803 chr15 64364311 64387687 30 12 5 5 4 463 20 18 23 13 12 417
ENSG00000166813 chr15 89608789 89655451 2 3 8 1 3 31 9 13 7 7 6 67
ENSG00000166819 chr15 89664365 89679427 0 8 1 0 2 10 1 0 3 1 4 8
ENSG00000166821 chr15 89677764 89690783 8 1 5 1 3 54 7 4 8 11 8 45
ENSG00000166822 chr16 75443054 75465497 1444 578 495 494 491 1392 1237 989 1591 1103 1035 1642
ENSG00000166823 chr15 89748661 89751310 1 0 0 0 0 9 1 0 0 0 0 17
ENSG00000166825 chr15 89784889 89815401 1536 453 504 475 578 183 27 45 43 26 23 12
ENSG00000166833 chr11 19350724 20121598 101 58 97 131 86 29 62 47 141 87 128 11
ENSG00000166839 chr15 64911902 64958700 387 320 236 160 161 212 472 338 658 154 156 98
ENSG00000166845 chr18 54357917 54385218 17 3 8 14 12 243 13 7 34 23 49 211
ENSG00000166847 chr16 23641392 23677455 1220 613 710 876 1049 3166 1822 1371 2108 1693 2334 2882
ENSG00000166851 chr16 23677656 23690367 26 20 10 25 45 172 54 31 77 42 78 138
ENSG00000166855 chr15 65148219 65185342 1734 690 673 639 660 2028 1895 1422 2407 1601 1558 2389
ENSG00000166860 chr12 56998834 57006446 273 96 109 134 166 215 357 269 489 358 373 551
ENSG00000166862 chr22 36563921 36703558 1 3 1 5 1 1 3 0 5 2 1 0
ENSG00000166863 chr12 57010000 57028883 16 5 8 8 21 16 18 7 20 25 32 22
ENSG00000166866 chr12 57028517 57051198 24 16 19 38 36 78 41 42 136 119 132 70
ENSG00000166881 chr12 57055643 57088063 384 275 504 975 1401 2367 685 460 1730 2388 4307 3112
ENSG00000166886 chr12 57088894 57095476 138 95 155 519 561 1036 107 67 808 1849 1502 1511
ENSG00000166887 chr15 42158701 42208316 2202 1093 1443 1516 1206 1882 3821 2785 5180 3176 2936 2050
ENSG00000166888 chr12 57095408 57132139 2618 1078 2075 4282 7918 11256 2644 2420 7589 8164 20034 18393
ENSG00000166889 chr11 59636716 59668980 4656 1314 1571 1844 1951 3160 3391 2746 4699 3332 4216 3775
ENSG00000166896 chr12 57941541 57957269 191 35 56 38 41 174 96 102 115 108 102 215
ENSG00000166902 chr11 59806135 59810872 321 93 93 124 185 1004 282 279 358 299 451 1231
ENSG00000166908 chr12 57591174 57603418 573 196 305 256 255 1302 555 416 835 610 391 1100
ENSG00000166912 chr15 30938941 30991607 2870 1249 1011 875 787 862 3579 2705 4003 2193 2104 1088
ENSG00000166913 chr20 44885676 44908532 6141 1856 1869 1895 2079 8350 5258 3894 6664 4901 6017 10730
ENSG00000166920 chr15 45430529 45448761 53 32 52 66 86 196 17 4 10 7 31 8
ENSG00000166922 chr15 32641676 32697098 17 9 5 5 3 127 24 16 35 10 5 72
ENSG00000166924 chr7 100483927 100494799 1 6 3 6 3 8 12 11 27 16 7 6
ENSG00000166925 chr7 100463359 100479279 1208 429 354 252 176 877 1009 836 1052 488 393 1238
ENSG00000166927 chr11 60378482 60395951 113 19 44 34 40 9 4 6 9 7 4 2
ENSG00000166938 chr15 66293217 66333898 674 252 225 192 162 943 1002 734 1316 680 650 1623
ENSG00000166946 chr15 43185118 43197176 1425 481 435 402 366 918 1674 1523 1764 1142 966 1135
ENSG00000166947 chr15 43106225 43221283 231 106 93 72 58 70 315 193 361 151 143 32
ENSG00000166949 chr15 67063763 67195195 5844 3860 5003 10047 7551 2727 6446 4930 11537 7986 12530 2430
ENSG00000166963 chr15 43510958 43531620 76 42 106 98 43 68 115 71 308 231 92 86
ENSG00000166965 chr15 90954870 90963125 45 27 9 33 56 296 70 40 76 48 182 319
ENSG00000166971 chr16 53491040 53504411 801 293 258 286 152 548 839 590 1067 665 309 750
ENSG00000166974 chr18 34976928 35143470 11494 6178 7362 6993 4956 2485 15684 11794 21777 13101 15023 2722
ENSG00000166979 chr21 32412006 32515397 291 204 400 652 718 972 494 391 1901 1335 2422 1024
ENSG00000166984 chr6 167146414 167196913 9 3 5 9 6 5 3 7 32 8 5 0
ENSG00000166986 chr12 57475445 57517569 2752 1557 2169 3399 9524 10121 4648 3576 6909 6207 21140 12424
ENSG00000166987 chr12 57520710 57530148 1302 518 432 554 645 899 1215 1219 1566 1250 1644 1252
ENSG00000166997 chr7 100119613 100125511 436 146 133 103 69 130 566 373 521 330 179 132
ENSG00000167037 chr22 24806169 24927578 81 83 62 24 8 38 242 169 312 94 49 40
ENSG00000167065 chr22 30652051 30667890 124 71 172 1224 1131 366 97 94 895 2170 2081 470
ENSG00000167074 chr22 41367333 41399326 110 53 65 61 39 67 157 118 312 198 71 150
ENSG00000167077 chr22 41699499 41799456 1319 605 530 385 230 516 1673 1313 2011 980 534 421
ENSG00000167081 chr9 125747345 125967377 1307 1184 1199 1404 1374 3718 3045 2000 4771 2227 3102 1728
ENSG00000167083 chr17 49202791 49210574 41 15 7 5 11 326 32 28 72 36 23 341
ENSG00000167085 chr17 49404049 49414905 550 186 217 425 1502 8273 392 463 634 843 2745 11863
ENSG00000167094 chr9 127716066 127731600 31 12 15 2 1 14 18 33 38 1 15 7
ENSG00000167100 chr17 50110040 50129882 31 12 17 11 15 23 17 8 27 11 19 15
ENSG00000167103 chr9 127920879 127930797 19 37 20 16 40 40 92 92 132 36 73 32
ENSG00000167106 chr9 127940579 127980513 9098 5577 5781 5401 3109 2054 17685 13479 20984 11829 8075 2969
ENSG00000167107 chr17 50426158 50474845 131 36 59 30 41 65 155 106 180 56 72 150
ENSG00000167110 chr9 128255829 128275995 651 264 436 466 361 1076 1038 869 1472 843 793 1318
ENSG00000167112 chr9 128305161 128322742 139 73 125 207 385 1242 294 322 531 463 989 2121
ENSG00000167113 chr9 128322536 128334072 241 115 163 262 350 1121 269 292 775 535 820 1098
ENSG00000167118 chr9 128371319 128392016 722 308 309 404 608 1236 1007 737 1138 712 1052 1489
ENSG00000167123 chr9 128411751 128437351 16 9 5 8 2 15 27 23 36 3 3 14
ENSG00000167136 chr9 128818474 128822677 54 25 18 39 46 145 69 41 91 70 85 184
ENSG00000167157 chr9 129665641 129722674 5 3 10 27 10 15 6 2 77 77 48 32
ENSG00000167186 chr16 19067599 19080095 198 60 93 120 109 520 208 149 413 332 374 448
ENSG00000167191 chr16 19856691 19886167 10 11 9 11 8 7 13 9 25 10 2 4
ENSG00000167193 chr17 1420689 1463162 931 542 1206 1369 1280 1241 1757 1405 3874 2229 2013 1236
ENSG00000167196 chr15 75903859 75942510 283 201 193 313 392 1746 585 453 947 630 864 1380
ENSG00000167202 chr15 77984036 78077724 2570 1323 1363 1789 2070 1404 3794 2566 4740 2566 2996 1237
ENSG00000167207 chr16 50693603 50733077 439 172 155 158 258 315 378 237 320 119 202 321
ENSG00000167208 chr16 50666300 50681353 1078 319 391 484 458 746 891 778 1282 846 826 801
ENSG00000167210 chr18 46476972 46657033 20 9 12 17 2 7 2 1 2 4 0 3
ENSG00000167216 chr18 46917492 47102243 30 13 20 12 22 62 33 23 38 22 25 33
ENSG00000167232 chr19 23304991 23395560 5696 1920 1858 1770 1757 2192 5010 3939 6639 3749 3860 1826
ENSG00000167257 chr11 117232625 117286445 679 170 150 179 227 763 394 387 487 340 467 982
ENSG00000167258 chr17 39461511 39564907 5058 2300 2495 2355 2979 5431 6502 5282 7940 4439 6279 5885
ENSG00000167261 chr16 67987394 68000586 811 290 247 158 73 26 791 540 583 288 161 20
ENSG00000167264 chr16 67987746 68079320 567 262 205 182 407 1520 649 583 569 310 867 1394
ENSG00000167272 chr12 120578764 120581398 141 55 53 58 126 943 109 51 116 129 224 986
ENSG00000167280 chr17 79074939 79088599 706 430 421 356 296 430 1464 967 1548 647 580 648
ENSG00000167281 chr17 79089345 79516148 4 8 4 1 1 1 14 9 6 2 2 3
ENSG00000167286 chr11 118338954 118342744 3680 768 959 1968 2706 4323 1802 1720 3728 4607 7062 4854
ENSG00000167291 chr17 79932343 80035848 41 33 82 96 49 135 92 60 302 156 184 228
ENSG00000167302 chr17 81228277 81239091 362 232 287 318 402 312 824 668 1236 603 795 551
ENSG00000167306 chr18 49822813 50195093 5 5 3 13 30 20 23 19 31 19 91 28
ENSG00000167315 chr18 49782167 49813960 295 69 84 80 122 594 359 276 424 309 278 822
ENSG00000167323 chr11 3854527 4093210 5667 3380 2732 2642 2002 4391 8434 6093 8152 3874 5497 3081
ENSG00000167325 chr11 4094707 4138876 2019 1202 775 548 358 4881 3479 2430 2877 1704 1062 5194
ENSG00000167333 chr11 4598672 4608259 73 36 45 62 93 206 114 77 266 237 145 256
ENSG00000167363 chr17 82735575 82751197 39 13 9 3 6 32 51 21 55 10 7 14
ENSG00000167377 chr16 71447597 71463095 94 34 32 34 55 233 180 148 244 127 200 324
ENSG00000167378 chr19 43584369 43596135 999 516 866 657 648 1089 1177 916 1807 915 864 1212
ENSG00000167380 chr19 44165073 44178381 251 79 128 239 214 270 344 314 904 621 611 267
ENSG00000167384 chr19 44474428 44500524 295 111 202 168 167 499 459 311 741 414 441 364
ENSG00000167394 chr16 31060843 31074320 255 121 89 62 131 449 154 125 249 117 151 419
ENSG00000167395 chr16 31074422 31084196 317 122 247 405 449 494 386 299 1083 794 682 648
ENSG00000167397 chr16 31090842 31095980 207 67 99 154 239 503 163 173 223 308 426 650
ENSG00000167414 chr19 46634076 46634685 6 3 2 6 1 23 11 3 13 14 20 78
ENSG00000167419 chr17 58218548 58268518 4 6 2 2 0 6 5 4 8 3 2 2
ENSG00000167447 chr17 59209400 59215247 360 94 111 132 210 570 404 371 480 401 452 762
ENSG00000167460 chr19 16067021 16103005 5969 2647 3556 5159 3151 10939 5020 4152 10968 13734 8808 10604
ENSG00000167461 chr19 16111629 16134234 2631 793 805 918 927 3822 1902 1718 2817 1860 1872 5272
ENSG00000167476 chr19 2252252 2269759 71 31 47 29 39 84 13 16 22 12 30 21
ENSG00000167483 chr19 17523301 17553839 99 27 24 31 19 3 37 7 39 17 6 8
ENSG00000167487 chr19 18636965 18671714 408 312 315 150 180 373 1016 776 766 275 340 362
ENSG00000167491 chr19 19385826 19508931 8006 4363 4551 4524 4719 7145 9406 7593 10476 5255 7313 7174
ENSG00000167508 chr16 88651935 88663161 661 199 276 212 162 987 466 404 641 369 322 1165
ENSG00000167513 chr16 88803213 88809258 101 27 21 8 16 1340 35 27 46 19 10 1865
ENSG00000167524 chr17 28607964 28614200 96 30 39 49 112 549 230 158 195 173 318 545
ENSG00000167525 chr17 28703197 28711854 84 30 38 15 25 72 31 31 71 22 37 60
ENSG00000167526 chr16 89560657 89566828 111335 26195 21720 22352 24501 30314 48794 43467 58574 47873 44422 34769
ENSG00000167528 chr12 48337180 48351414 458 173 262 429 380 447 463 351 1132 1003 1098 380
ENSG00000167535 chr12 48813794 48828941 73 21 28 25 43 92 30 62 98 23 20 118
ENSG00000167536 chr17 28897781 28903071 380 120 125 89 35 268 311 341 431 221 122 401
ENSG00000167548 chr12 49018975 49059774 4444 2823 3819 3892 4901 8300 8442 7239 12506 6819 8078 8673
ENSG00000167549 chr17 29614756 29622907 22 11 34 91 114 204 42 34 90 189 475 360
ENSG00000167550 chr12 49064685 49070025 70 66 66 20 9 76 183 103 354 128 69 64
ENSG00000167552 chr12 49184796 49189324 3707 1643 2783 2112 1056 901 4970 4597 6557 3934 1410 687
ENSG00000167553 chr12 49188736 49274603 432 181 201 478 1709 5392 328 241 426 769 3290 6618
ENSG00000167554 chr19 52336245 52367778 30 21 18 44 36 14 44 25 145 97 73 17
ENSG00000167555 chr19 52397849 52418412 171 82 82 127 110 67 282 235 411 346 379 138
ENSG00000167562 chr19 52555822 52587174 151 44 92 94 130 224 198 188 386 256 260 199
ENSG00000167565 chr19 40440844 40444705 556 163 111 68 76 142 203 223 278 148 76 127
ENSG00000167566 chr12 49791146 49828750 502 281 282 184 178 326 523 382 642 325 186 297
ENSG00000167588 chr12 50103819 50111319 3 4 3 5 9 0 4 5 33 5 27 15
ENSG00000167595 chr19 35758143 35771028 441 166 189 251 229 452 463 469 771 403 511 827
ENSG00000167600 chr19 41193049 41207539 52 6 7 3 2 2 4 3 4 13 11 0
ENSG00000167601 chr19 41219203 41261766 11 7 19 10 15 0 7 3 52 43 15 0
ENSG00000167604 chr19 35887653 35902303 677 360 6607 19657 23838 3906 607 643 19960 27092 46852 4915
ENSG00000167608 chr19 54160108 54173250 8 0 9 4 2 6 8 2 12 6 0 3
ENSG00000167613 chr19 54351384 54370558 379 106 141 142 143 95 181 160 350 189 111 110
ENSG00000167614 chr19 54415219 54436900 5 4 1 1 0 4 3 0 0 8 1 2
ENSG00000167615 chr19 54448887 54462037 4910 2820 3550 3850 4242 2796 9706 7616 12461 6508 8461 4351
ENSG00000167618 chr19 54497879 54510687 13 8 0 2 0 6 35 32 21 40 22 83
ENSG00000167625 chr19 42220271 42228201 192 81 91 129 225 392 245 171 332 346 361 483
ENSG00000167632 chr8 139730343 140458579 5864 4196 3392 2382 2306 7148 8751 6835 9796 3385 4614 4372
ENSG00000167633 chr19 54816468 54866993 11 1 2 1 3 0 2 5 12 4 13 0
ENSG00000167635 chr19 36214602 36238774 626 258 597 883 1218 2957 809 654 2638 2285 2770 3580
ENSG00000167642 chr19 38244035 38292614 566 214 161 133 147 986 435 371 552 326 324 596
ENSG00000167645 chr19 38305104 38317273 217 100 87 49 98 878 188 144 222 132 188 943
ENSG00000167653 chr8 142670308 142682724 3 3 5 6 4 41 2 3 12 12 8 18
ENSG00000167654 chr19 3879864 3928079 2 3 5 1 1 2 7 4 3 2 6 0
ENSG00000167657 chr19 3958453 3971123 259 88 152 156 186 587 250 219 448 320 225 570
ENSG00000167658 chr19 3976056 3985469 108711 27903 27137 26980 31507 57993 54295 50365 68795 47857 49330 64335
ENSG00000167664 chr19 4292232 4302431 243 53 45 35 25 25 182 120 135 76 93 54
ENSG00000167670 chr19 4402662 4445018 633 332 297 148 64 2372 1038 803 1067 375 169 2372
ENSG00000167671 chr19 4444999 4457822 2216 654 623 561 483 837 1364 1230 1802 1112 816 1152
ENSG00000167680 chr19 4542593 4559808 40 11 76 159 246 18 8 11 9 8 12 5
ENSG00000167685 chr19 56132599 56160893 329 113 178 185 299 578 294 249 361 325 541 563
ENSG00000167693 chr17 799313 979770 38 43 29 15 13 12 42 35 48 16 29 33
ENSG00000167695 chr17 732412 742972 14 3 12 38 32 142 18 17 23 39 100 245
ENSG00000167699 chr17 757097 783390 1288 691 617 737 789 1722 2312 1681 2559 1654 1889 2192
ENSG00000167700 chr8 144509074 144511213 29 8 3 18 62 85 16 9 33 19 68 213
ENSG00000167701 chr8 144502973 144507174 0 0 4 0 2 5 0 0 0 0 5 6
ENSG00000167702 chr8 144466043 144474202 265 119 148 165 132 69 475 306 566 209 220 145
ENSG00000167703 chr17 1569267 1628886 936 353 285 399 336 213 246 119 308 153 149 144
ENSG00000167705 chr17 1646145 1650077 29 6 15 14 17 40 14 16 15 15 25 41
ENSG00000167711 chr17 1742836 1755268 3 1 7 4 5 8 10 3 21 9 8 2
ENSG00000167720 chr17 2303383 2325260 79 29 38 44 36 187 67 44 78 80 88 210
ENSG00000167721 chr17 2322503 2337507 832 371 417 1102 2983 6245 1280 873 1806 2330 6941 8391
ENSG00000167723 chr17 3510502 3557995 4 5 2 4 4 31 3 2 10 5 6 27
ENSG00000167733 chr19 5680604 5688523 19 12 7 4 15 33 43 27 45 14 18 20
ENSG00000167740 chr17 4143168 4187310 339 143 127 148 106 167 347 296 455 249 249 141
ENSG00000167747 chr19 50797704 50804929 1059 398 440 525 1089 3215 952 960 1277 921 2270 5088
ENSG00000167766 chr19 52594060 52690496 914 547 600 509 623 1179 1665 1188 2094 1117 1417 1012
ENSG00000167768 chr12 52674736 52680407 37 11 2 2 0 0 10 2 2 0 2 0
ENSG00000167769 chr19 6306142 6333629 22 26 16 11 11 26 23 33 42 18 21 9
ENSG00000167770 chr11 63985853 64001811 1547 489 512 541 640 2061 1503 1279 1878 1320 1449 2430
ENSG00000167774 chr19 8308283 8321379 2 0 1 0 1 1 1 4 7 2 1 3
